COD_ENCUESTADO,Nombre Campus,NIVEL ACTUAL,Clave de carrera,Ciclo,COMENTARIO,IND_GEA,IND_DELEGADO,CANT_CURSOS_MATRICU_SIN_INGLES,UOD_depostista_ind_deportista,NPS
25837,3,FC,109,3," POR QUE AHORA ULTIMO HAN CAMBIO LOS PROFESORES DE EPE, LOS CUALES NO TIENEN UN BUENA METODOLOGÍA DE ENSEÑABAN, COMO LOS DEL INICIO QUE ERAN BUENOS PROFESORES A LOS CUALES SE LES ENTENDÍA MUY BIEN.",,,5,,3
13358,3,AC,7,1, Aveces no hay wifi en los primeros pisos. Pocas mesas para que los estudiantes de arquitectura hagan trabajos. Espacios o depósitos para guardar maquetas u otros materiales.,,,5,,3
3310,3,AC,5,2," La exigencia, innovación y modernidad.",,Delegado,7,,4
32685,4,FC,104,4, Más sedes,,,4,,3
18419,2,AC,26,1, Cuando en el momento de la matricula. Siempre es un caos esperar que habran salones.,,,4,,3
1694,3,AC,25,2, La enseñanza es muy buena y la infraestructura es de primera,,Delegado,7,,4
31817,3,FC,105,2," Su compromiso con el alumno, brindando talleres adicionales cuando el alumno realmente lo necesita.",,,5,,4
7007,3,AC,7,5, El metodo de enseñanza,,,3,,4
26602,3,FC,104,10, La malla curricular....la atención a nuestra carrera de contabilidad es deficiente,,,1,,2
19884,3,AC,14,2," Prácticamente, todos los cursos son Blended y todo se acumula para el fin de semana, incluso cálculo y respecto a los cursos de contabilidad, deben ser en laboratorios para ir practicando en Excel con programas de contabilidad.",,,6,,2
17669,1,AC,38,3," el control de las actividades de la misma carrera , potenciar especialmente a la carrera de terapia fisica",,Delegado,4,,3
14577,2,AC,7,1, Los precios,,,4,,3
14843,1,AC,14,3," Lo que valoro, es la enseñanza que me da, las oportunidades en mi profesión , la infraestructura y el clima que se vive y siente en cada clase",,,6,,4
19575,2,AC,31,3, no tengo respuesta,,,5,,3
12224,3,AC,34,2, Es una de las pocas universidades que tienen mi carrera,,Delegado,7,,4
18444,3,AC,13,1," Me gusta la forma de enseñanza, los medios y herramientas.",,,5,,4
12231,1,AC,25,5," La malla curricular , los laboratorios de ingenieria civil",GEA,,7,,2
28705,1,FC,101,1, En el programa EPE tengo más de un profesor y tanto el nivel como exigencia me hace entrever que voy a terminar con las competencias adecuadas para ser competitivo en el mercado.,,,5,,4
21585,4,AC,5,5, CAFETERIA ATENCION AL ALUMNO BIBLIOTECA STANSA,,,6,,3
26930,3,FC,108,12, Debe mejorar el Plan de Estudios y elevar la exigencia académica,GEA,,3,,2
5784,1,AC,36,3," El pago de la mensualidad debería ser bien específico, tuve un inconveniente en mes pasado, no me decían que subió por temas de inflación del país. Tambien, pienso que a mi carrera nos cobran más de lo que nos ofrecen. Además, no veo que entrar a clínica con ropa formal y en bata sea lo más cómodo para poder trabajar. A pesar de todo, esya Universidad brinda mucha información a nosotros.",,,3,,3
17394,2,AC,5,1, Porque no la veo a ella uu,,,4,,3
6262,4,AC,5,5, Atención al alumno,,,4,,2
20968,3,AC,2,2, En atención al alumno y a la rapidez de eficiencia de atención al alumno tmb,,,5,,3
25718,4,FC,105,1, Facilidad de locales y horarios.,,,4,,4
1209,3,AC,28,4," Es una universidad que esta haciendo lo mejor por mejorar educativamente y tiene muy buenos convenios internacionalea. Además, buscando las certificacionws internacionales, logra implementar nuevos metodos de enseñanza que forma mejores personas y profesi",,,3,,3
23728,1,AC,29,2, Su manera de enseñanza,,,5,,4
18124,1,AC,37,2," Mala atención al alumno, buses y administración",,,5,,3
15496,3,AC,24,1, La universidad cuenta con una capacidad de exigencia muy buena,,Delegado,6,,4
18728,3,AC,32,1, Mejor informacion en el proceso de estudio en la universidad,,,6,,3
10637,3,AC,5,1, En que los talleres deben ser gratis .,,,5,,3
31242,2,FC,105,3, Siempre hay problema blackbor cuando realizamos un foro o examen.,,,4,,3
21601,3,AC,31,7, Muchos cambios de malla. Mucha pensión para llevar solo 2 cursos incluyendo tesis.,,,4,,3
3077,3,AC,28,1, Su enseñanza y la forma como los profesores te explican,,,4,,4
6272,4,AC,5,6, Demasiados alumnos ..,,,6,,3
31358,2,FC,101,9, La calidad en la enseñanza e infraestructura.,,,2,,4
11988,4,AC,12,1," Atención al alumno, mejores profesores y algunas mallas curriculares",,,6,,3
8089,3,AC,25,7, la pensión debería ser de acuerdo a los créditos que llevamos y no una tarifa plana. Ademas no deberían subir todos los ciclos la pensión sin dar mas beneficios,,,5,,3
9186,2,AC,18,2, la attention es buena pero falta mucho. las clases no siempre estan bien organizadas,,Delegado,7,,2
23681,2,AC,31,2," Deberían mejorara con respecto al aula virtual, hay demasiados errores. Además de emplear un mejor servicio en cada área",,,5,,3
27369,2,FC,107,3, Me parece que aun falta seguimiento en cursos blende,,,4,,3
20644,4,AC,15,6," Porque algunos servicios son pedimos considerando lo qué pago, por ejemplo no hay una caja en la sede San Isidro para realizar los pagos",,Delegado,6,,4
9904,3,AC,7,3," Demasiada en gente en Monterrico, manyas!",,,5,,3
6391,3,AC,27,1, Mas ipads cuando quiero pedir en el centro de infirmacion nunca tienen,,,5,,3
9162,4,AC,28,1, Hagan cosas en San Isidro no solo en Monterrico.,,,5,,3
32623,4,PRESENCIAL,219,1, El énfasis y enfoque que le dan en cada curso al espíritu innovador y de superación continúa en los procesos y que cala en nuestro ámbito no sólo profesional sino también personal.,,,,,4
32747,2,FC,104,5," El incremento de las pensiones, inhabilitaron sedes y es complicado llegar a campus. Demasiados trabajos grupales para ser Epe ya que tenemos clase casi toda la semana y no hay tiempo para reunirse.",,Delegado,4,,1
22016,3,AC,18,2, muy cara la pension,,,7,,2
9448,3,AC,25,3, Debería haber más actividades en los alumnos se puedan relacionar más .,,,5,,3
15541,3,AC,34,5, La calidad de los profesores y del nivel de enseñanza,,,6,,4
20421,3,AC,30,1, El método de enseñanza,,,4,,4
16464,2,AC,11,1, Los servicios higiénicos podrían estar más limpios,,,5,,3
15309,3,AC,34,7, No recomiendo del todo por q cobran mucho por todo y siempre hay problemas cn los cursos o cambios de malla,,Delegado,6,,3
15835,3,AC,11,2, Deberían exigir un poco mas a los de comunicaciones,,,4,,3
15878,3,AC,3,2, Deben mejorar en la atencion al alumno.,,,5,,3
11848,1,AC,11,1, Por el prestigio que tiene,,,5,,4
833,4,AC,31,3, Atencion al clientey el recurso de los asensores,,,5,,3
22875,2,AC,11,1," Hacer mas dificil el examen de ingreso y no tan facil, aveces es motivo de burla, el examen de ingreso debe ser mas dificil.",,,7,,2
15508,3,AC,3,2," El wifi es muy lento, muy pocos cubiculos, las computadoras de la rotonda no funcionan bien",,,6,,2
19101,3,AC,31,4, La mensualidad es muy alta,,,5,,2
26797,3,FC,109,1, prestiguio,,,4,,2
2755,1,AC,37,3, Aumentar cubiculos porque hay bastante alumnado y muy pocos cubiculos.,GEA,Delegado,6,,3
25566,2,FC,106,5, Han cambiado facilidades y beneficios que ayudan a los estudiantes de epe a estudiar de manera rapida como combinar la opcion de estudiar en diferentes sedes,,,2,,2
5441,4,AC,14,5, la modalidad blended no es muy cómoda para los alumnos,,,6,,2
565,1,AC,7,3, Sobrepoblación en los campus,,,4,,1
24412,4,AC,28,7, En la gestion de horarios de clase en semana de matricula,,,6,,3
8722,1,AC,37,4, Espacio e infraestructura,,,7,,3
19487,2,AC,7,2, Falta desarrollar muchos ámbitos más,,,5,,3
24644,3,AC,8,3," Invertir más en infraestructura ya que tienes demasiados alumnos y poco espacio en las sedes, dar mayor importancia a los alumnos",,Delegado,5,,2
16159,3,AC,39,3, Wifi no funciona como debería 3 está sobrepopulado La pensión es muy cara Los baños sucios Comida cara y fría Durante exámenes no hay lugar para estudiar Para lo que pagamos no tenemos los beneficios que deberíamos Y la lista podría contin,,,7,,3
32318,1,FC,109,1, Que puedo estudiar por la noche y trabajar en la mañana.,,,2,,4
11811,4,AC,25,3," No debería de existir cursos blended, menos él cursos de numeros",,,5,,3
11292,4,AC,31,2, Que sea accesible a las herramientas que necesito,,,5,,4
18180,4,AC,2,4, en los tramites virtuales,,,5,,2
14247,4,AC,5,1, Lo que mas valoro es la enseñanza es buena,,,4,,4
7969,1,AC,31,1," Escribiendo mi nombre se equivocaron y en todos los horarios, aula virtual, intranet me aparece con otro, no muestran atención al momento de hacer la matricula.",,Delegado,3,,2
21979,4,AC,15,3," Desde que ingrese aprendi muchas cosas, algunos profesores son buenos enseñando pero tambien hay otros que no",,,6,,4
19489,1,AC,5,4, La enseñanza,,,5,,4
24865,3,AC,10,5, Los profesores,,Delegado,7,,4
30492,2,FC,101,4," Tema de los pagos , permitir poder realizar los pagos de las pensiones desde el inicio de mes. Actualmente hay muchos compañeros que no pudieron coger cupo de algunos cursos por falta de capacidad en las sedes que tiene la universidad, eso es preocupante para todos los estudiantes.",,,5,,3
30625,3,FC,100,3, Su infraestructura y sus profesores,,,2,,4
17055,1,AC,16,1," Tiene áreas verdes, los salones son grandes",,,5,,3
24618,3,AC,5,1, Mmmm por qué no hay convenio con policías !,,,6,,3
12870,4,AC,14,4, Mejorar la red wi fi,,,7,,3
17804,1,AC,25,1, Internet wifi,,,5,,3
4474,4,AC,15,5, Agilidad en los trámites.,,,8,,3
7436,4,AC,25,5," Deberían mejorar la calidad del WiFi. Ya que no hay buena señal en varios lugares del campus. Además, la falta de cubículos para poder estudiar o reunirse en grupo de estudio.",,,5,,3
18156,1,AC,36,1, Uniformes en salud,,,5,,2
27096,3,FC,108,7," Buenos profesores, buen contenido de los cursos, buen nivel de exigencia, y buena infraestructura.",,,5,,4
5778,2,AC,31,2, Porque es muy completa,,,5,,4
26191,1,FC,109,5, El interés por el alumno,,,2,,4
29160,3,FC,106,6, La tecnologia en las actividades academicas y los convenios de calidad educativa,,,4,,4
3460,1,AC,11,1, fomentan la creatividad,,Delegado,7,,3
33021,1,FC,111,3, Atención al alumno,,,4,,3
24163,3,AC,10,6, Debe de haber mayor informacion respecto a la pension sustentar el por que del incremento y los canales de atencion o comunicacion,,,7,,3
17203,3,AC,5,1," Mayor tecnologia en las aulas, los baños un poco mas limpios(muchas veces los he encontrado sucios) darles limpieza mas seguido",,,4,,3
3165,1,AC,33,3," La universidad es muy buena, pero hay profesores como buenos comi no tan buenos.",,,4,,3
28297,3,FC,107,1, la enseñanza que brindan los profesores,,,4,,4
30644,3,FC,104,3," La proactividad de los profesores y su didactica, el campus esta bien equipado",,,4,,4
25508,2,FC,101,1," No es sólo un centro de estudios, es una organización super completa. Debemos mejorar en algunos aspectos, pero por lo general siempre vale cada sol",,,4,,4
12984,3,AC,20,5," Puesto que no cuentan con horarios flexibles para la carrera de Economía. Algunos profesores faltan y o llegan tarde; en otros casos, programan la clase de recuperación sin previo aviso y algunos no podemos asistir porque se nos cruza con otros cursos de ",,,6,,3
29607,3,FC,100,7, La calidad de sus cursos,,,3,,4
1815,3,AC,16,1," No pude dar el examen integral por una falta de organización y mala información de parte de la admisión. Yo vivía en el extranjero, cuando llegue fui a hablar con un responsable dos días antes del examen. Le pregunte dos veces a la misma señorita si tenia que dar el examen y ella responde que no necesito, que ingresare derecho a cursos de la carrera. (yo no podía verificar mis resultados en la pagina, me decía que no se podía ) por eso yo le pedí el favor de confirmarme eso. Finalmente, el domin",,,5,,2
29347,2,FC,107,6, Algunos profesores no son tan buenos como se espera y menos cumplen las expectativas de la universidad. No avisan cuando tienen algun evento . perjudican al alumno cuando viene a estudiar a la universidad.PAGAMOS PARA ESTUDIAR NO PARA QUE HAGAN EVENTOS Y PERJUDICAR AL ALUMNO . DÍGNENSE AUNQUE SEA A MANDAR UN CORREO . ES UN BURLA AL ALUMNO.,,,3,,2
9699,3,AC,25,1, Lo organizado que es la universidad,,Delegado,5,,4
13827,1,AC,37,9," La curricula tiene un enfoque altamente empresarial que deja de lado el aspecto social del estudiante. Además, los servicios ofrecidos por la universidad no son lo más óptimos.",,,8,,2
2889,1,AC,11,1, la enseñanza,,,5,,4
22848,3,AC,7,1, La experiencia que gane y los temas nuevos y los amigos que consegui,,,4,,4
5956,1,AC,37,4," Deberían implementar mas mesas en las cafeterías, también deberían implementar mas estacionamientos. no subir demasiado el ponderado. Brindar más cupos en la hora de matrículas",,,7,,3
27663,2,FC,102,4," El servicio experto y amable de los asistentes académicos, bibliotecarias, asistencia al alumno, me encanto la confianza que nos dan respecto a los préstamos de lis libros el sistema de préstamos a domicilio son muy buenos.",,,4,,4
30590,3,FC,107,4, La exigencia,,,1,,4
15980,1,AC,33,3, porque si,,,4,,4
31600,1,FC,109,6, Su sistema para la matricula y el contacto web.,,,4,,3
7795,4,AC,2,1, En su atención a alumnos,,,5,,3
5841,2,AC,29,1, reorganización de la cafetería,,,3,,3
3213,2,AC,15,2, Por la buena infraestructura y enseñanza que se brinda,,Delegado,8,,3
20550,1,AC,25,5, La calidad de los profesores y su infraestructura,GEA,,5,,4
7482,2,AC,3,1, Infraestructura y obtener un mayor reconocimiento a nivel nacional e internacional,,,6,,3
9253,1,AC,35,4, Rapide para atender Eficiencia para resolver problemas Horarios de buses cada hora Horarios sin huecos,,,6,,3
8231,3,AC,7,6, No hay paraderos de bicicletas detro de la universidad de Monterrico,,,4,,2
29213,4,FC,101,9, Excelentes docentes,,,5,,4
31862,3,FC,101,6, El alto grado de enseñanza y aprendizaje,,,5,,4
8039,3,AC,7,1, La calidad de enseñanza y el ambiente que nos brindan,,,3,,4
392,3,AC,15,1, Buen ambiente,,,7,,4
9350,3,AC,34,2, Actualizar la interface de Intranet,,,6,,3
16112,3,AC,25,7, Es buena,,,6,,4
9396,3,AC,25,1, su infraestructura,,Delegado,5,,4
11345,4,AC,3,1, El aire acondicionado debería modularse con respecto al clima. Ahora en invierno se debe permitir apagar o bajar la temperatura.,,,6,,3
29943,3,FC,108,1, en la calidad de enseñanza de los docentes y la exigencias en los estudios,,,4,,4
22411,2,AC,17,1, Esta bien,,,5,,3
15474,3,AC,2,2, Las oportunidades que tiene la U conmigo,,,5,,4
6398,1,AC,31,1, Por su variedad en tecnología,,,5,,4
11641,2,AC,31,2, El campus es pequeño,,,6,,3
33260,3,FC,101,4, No brindan información exacta ni a tiempo cuando se solicita,,,2,,2
21836,1,AC,5,3, Falta mejorar en la diversidad de profesores para los cursos,,,5,,3
8744,1,AC,25,5, Horarios,,,6,,3
8648,1,AC,34,4, Muy caro,,,5,,2
29752,3,FC,107,2," No he tenido tiempo para explotar al máximo, pero me gusta la forma de enseñanza el cual nos exige, así como todos los programas que cuenta para apoyarnos, tutorias, seminarios aulas virtuales bibliotecas prestamos de libros iPad entre otros",,,2,,4
21024,3,AC,10,3," Falta de espacio para los estudiantes. Cuando te encuentras en hueco, no hay muchos lugares en los que puedas sentarte a gusto. No nos permiten usar las áreas verdes, solo las que tienen pasto sintético, las cuales son muy pequeñas.",,,7,,3
6512,3,AC,30,9, la innovación y el constante cambio,,,4,,4
20149,1,AC,3,1, Viajan pocos la delegación en deportes tendrían que ver ese tema,,,4,Deportista,1
14795,4,AC,28,1, Un poco en la infraestructura,,,4,,2
12069,4,AC,5,1, Hasta ahora todo bien con el respecto a la educación,,,5,,2
5226,1,AC,37,3," el nivel de enseñanza es muy buena y exigente, tiene todas las comodidades y todos los recursos suficientes para llevar una vida academica tranquila",,,6,,3
13534,1,AC,4,1, En el wifi,,,6,,3
22106,3,AC,17,3, Los profesores,,Delegado,6,,4
9455,3,AC,8,1, Los precios de las maquinas estan altos,,,4,,3
30041,2,FC,101,8, Hay profesores que no saben explicar ni calificar,,,2,,3
16369,1,AC,28,2, La calidad de la enseñanza y todas las facilidades que nos ofrece ofrece,,Delegado,7,,4
27041,4,FC,106,3, Que todos los cursos sean blended y que se cumplan los horarios,,,4,,3
8111,4,AC,31,2, Esiste una excesiva cantidad de alumnos en las aulas para el monto que cobran.,,,5,,3
18617,4,AC,29,5, carreras,,Delegado,5,,3
11030,1,AC,3,1, Que haya una recategorizacion.,,,5,,3
19131,4,AC,2,1," Hay mejores en varias carreras (universidadH,Cayetano, Pacifico,) respecto a exigencia, oportunidades laborales, etc.",,,5,,2
10811,3,AC,18,5," Falta de organización, y la atención al alumno no es buena, y por el teléfono nunca te contestan",,Delegado,5,,3
2343,3,AC,5,6, Son injustos en los cobros y no dan facilidades a los alumnos,,,2,,1
23698,4,AC,12,4, Muy caro y los horarios son una desgracia,,,7,,2
14819,2,AC,5,1, Porque me oarece una buena u,,,4,,4
14557,3,AC,30,6, el incentivo para crear nuevas alternativas para solucionar los problemas que puedan surgir en la sociedad,,,5,,4
8592,1,AC,33,1, Lenta,,,4,,1
14274,3,AC,31,1, Buena universidad,,,5,,4
7740,1,AC,4,5, Tratan mal a los alumnos,,Delegado,6,,1
953,3,AC,25,4, Trabajo constante,,,6,,4
13497,3,AC,9,4, Los profesores,,,7,,4
22552,4,AC,15,4, Mas espacio,,,5,,3
20471,4,AC,5,2, Por que si,,,5,,1
31491,3,FC,108,4, En tiempos de matrícula las líneas no se preparan para tener demasiadas llamadas,,,2,,3
6703,1,AC,11,4, La calidad de enseñanza,,,7,,4
16284,3,AC,7,4, Atención al alumno vía telefónica,,,4,,3
31115,3,FC,107,7, profesionalismo,,,0,,4
4144,2,AC,25,2, Sería bueno que me den acceso el descuento por familiar directo.,,,6,,2
29810,3,FC,101,10," Profesores, innovación y calidad e infraestructura",,,1,,4
12309,4,AC,21,1," Por que es buena, pero los cursos blended no sirven",,,4,,2
28231,1,FC,107,5, Se deberia tratar de hacer mas practicas que se asemejen a un problema en lo laboral,,,4,,3
27044,2,FC,101,4," Atencion al alumno, a travez de la linea telefonica y la web",,,4,,3
33670,1,PRESENCIAL,225,1," Deben mejorar en la recepcion de los cambios que hayan, ya que actualmente los alumnos lo recepcionan muy tarde. Deben mantener los docentes que son muy calificados. ",,,,,4
28999,3,FC,103,1, La posibilidad de aplicar lo aprendido en mi trabajo y darle un nuevo rumbo a mi actividad profesional.,,,4,,4
30968,3,FC,107,3, La infraestructura y los laboratorios,,,2,,4
27300,2,FC,105,3," La metodología, el metodo de trabajo y la facilidad de horario.",,,4,,4
10849,3,AC,7,1," El hecho de sentirte en tu carrera, suele ser un impacto directo a la realidad universitaria",,,3,,4
16002,1,AC,33,2, Porque si,,,5,,4
36,4,AC,5,3," La calidad de enseñanza de los profesores, los recursos y la acreditación internacional.",,,7,,4
28819,3,FC,105,9," Deben quitar los cursos blended, las clases deben ser presenciales, al igual que el inglés.",,,5,,3
1044,4,AC,9,2, Atencion al alumnooooo.,,,8,,3
32686,4,FC,106,4, En la capacitación al personal administrativo. No son eficientes en la información que brindan. No funcionan los canales de atención al alumno.,,,5,,2
22468,2,AC,9,1, Aseo,,,5,,3
20817,3,AC,31,5, mal servicio de la plataforma Blackboard,,,5,,3
10219,2,AC,14,1, Mas talleres para los cursos y que no suban la pensión.,,,5,,3
16752,3,AC,9,1, La app que se para colgando o que no reconoce el usuario Más eventos culturales (convenios con teatros y eventos en la ciudad) Ampliar la biblioteca,,,7,,3
12434,1,AC,36,3, Nos motivan a aprender,,,2,,3
15095,3,AC,7,6," Deberían mejorar la infraestructura, deportiva de la sede de monterrico",,,5,,3
20196,2,AC,11,4, Cafetería,,Delegado,8,,3
8028,3,AC,26,2, La calidad de los profesores.,,,5,,4
4612,2,AC,31,2, Em atencion al alumno,,,4,,3
31341,4,FC,101,5," La calidad de docentes que tiene la universidad, son muy buenos.",,,3,,4
9321,3,AC,34,1," Mejorar en que las clases sean mas personalizadas y que no haya un limite de alumnos para que cierren el curso, porque afecta bastante al alumnado",,,5,,3
19,3,AC,13,6, Exigencia,,Delegado,7,,4
7307,4,AC,9,2, Mas áreas para estudiar,,,7,,3
8061,1,AC,9,4, En un incidente grave que tuve en los servicios higienicos,,,7,,1
11325,4,AC,2,1," La enseñanza ,la calidad de profesores que pose",,,5,,4
2236,4,AC,14,6, Sistema de matrículas y centro de información para mayor capacidad,,Delegado,5,,3
17767,4,AC,31,1, La atención,,,4,,2
21284,3,AC,24,3," La sede es muy pequeña para tantos alumnos. Asimismo, hay constantes aumentos en la pensión y esto genera incomodidad.",,,4,,3
22928,4,AC,15,1, Es muy buena y los profesores también aunque sono exigentes,,Delegado,5,,4
7637,4,AC,31,3," Hola! Me gustaría que haya examen de admisión para aumentar el prestigio de la Universidad, pero eso es algo no tan primordial como el hecho de que la misma universidad tiene algunos puntos por mejorar, como la aplicación principal para celulares, es totalmente deficiente. Tiene problemas de conexión y parece un navegador web, además que a veces se demora en una acción (lean los comentarios en PlayStore o iStore). Debería también haber una opción para reservar comida en la cafetería como en la U",,Delegado,4,,3
28092,2,FC,101,1, El aula virtual e intranet son muy confusos para los que no tienen mucho dominio del Internet,,,4,,2
28503,1,FC,109,6, Los cambio de horarios de los cursos en cada ciclo,,,2,,2
17581,4,AC,11,7, Atencion al cliente y cambiar equipos como las computadoras,,,7,,3
7207,4,AC,13,5," La biblioteca es pobre, tanta plata para tener pocos libros y pocos espacios de lectura",,Delegado,5,,1
17112,1,AC,7,3, Mejorar el servicio de atención al alumno.,,,4,,3
28367,1,FC,109,4, Por que tienen for m a didáctica y excelente enseñanza,,,2,,4
12288,4,AC,31,3, La enseñanza de los profesores,,,4,,4
24541,4,AC,31,7, En el sistema de matricula. Cada ciclo es un caos para muchos alumnos.,,,8,,3
27785,2,FC,101,9," Es costo de la pensiones es acorde al mercado, pero el precios por los trámites administrativos son muy costosos",,,5,,3
15493,1,AC,37,5," Comodidad en los salones, actividades de integración e entretenimiento",,,6,,3
24576,1,AC,33,2, La infraestructura y las posibilidades que nos dan.,,Delegado,6,,4
31500,3,FC,107,3," La flexibilidad de los horarios, y la enseñanza.",,,3,,4
15702,3,AC,18,2, Creo que el costo es muy elevado,,,4,,2
11275,4,AC,15,1," La atención del personal administrativo (admisión y biblioteca) es regular y podrían mejorar el apoyo a los alumnos nuevos, quienes requieren mayor explicación.",,,7,,3
24143,1,AC,16,2, Moderna,,,5,,3
22771,3,AC,5,2, Construcción de mas pisos en los pabellones,,,6,,3
14662,2,AC,13,2, No me gusta que haya mucha gente. Debería haber otro campus.,,,5,,3
10577,1,AC,7,1, Los talleres y tutorias para ayudar a mejorar en un curso,,,4,,4
18947,4,AC,5,1, En la atención al alumno,,,5,,3
3800,3,AC,30,1," He teñido infinidad de problemas con mi TIU, es increíble que me tome la foto dos semanas antes del inicio de clases y me hayan entregado un TIU Con la foto cambiada, envié la otra foto y mi TIU sigue sin aparecer ..",,,5,,3
5558,4,AC,31,2, Atencion al alumno y espacios compartidos,,,4,,3
32144,3,FC,104,7, Deberían entender que los alumnos EPE requieren más cursos de NIIFS y tributacion para el caso de la carrera de contabilidad. Vamos señores esta carrera es importante también. Solo agradecer que tienen algunos profesores que son altamente profesionales y saben llegar a sus alumnos. Busquen profesores profesionales y no sólo profesionales que no proyectan nada por su inexperiencia en las aulas.,,,3,,2
21723,3,AC,32,2, Excelente infraestructura. Tecnología avanzada. Descatados docentes y buena atención al alumno.,,Delegado,3,,4
404,3,AC,8,4, Fútbol rr,,,5,,1
26378,3,FC,101,9, Cuenta con profesores con experiencia práctica que les permite brindar conocimiento con experiencia.,,,3,,4
15811,2,AC,7,1," Las actividades en ipad, usar otros formatos",,,5,,3
24481,1,AC,36,6, Mayor criterio de parte de la.administracion del CUS con la carrera de Odontología,,,5,,2
11521,1,AC,25,4, Mejorar los servicios de atención al alumno,,Delegado,6,,3
19021,3,AC,39,5, La atención al alumno es pésima. Sobretodo la que es via telefónica (nunca contestan). Deben mejorar en ese aspecto. Muchas gracias,,,6,,3
23340,4,AC,28,1, No suban la pension,,,4,,3
31756,1,FC,102,3," USUREROS, NO BRINDAN EL APOYO NECESARIO CUANDO EL ALUMNO SE RETIRA DEL CICLO, LO UNICO QUE HACEN ES SOLICITAR EL PAGO POR LA TOTALIDAD DEL CICLO QUE DEBÍO ESTUDIAR SIN ASESORAR CORRECTAMENTE.",,,5,,1
24961,3,AC,21,1, Seguridad y Áreas de estudio,,,5,,3
18333,1,AC,25,3, Porque sus horaios son los mas perjudiciales. Los libros son escasos. Algunos profesores no tienen dinamica enseñando.,,Delegado,6,,1
9408,3,AC,5,1, Es una buena universidad en todos los aspectos,,,4,,4
23083,2,AC,31,1," Mas variedad en los espacios de uso en cubículos, librería , cafetería.",,Delegado,4,,3
10960,3,AC,25,1, Asesorar los primeros dias de clase,,,5,,3
3813,2,AC,14,1, Es una universidad muy buena,,,4,,3
23496,3,AC,11,3, El internet de la universidad es de mala calidad. Es imposible contar con ello para hacer trabajos en la universidad que requieran internet.,,,7,,3
27891,3,FC,107,2, La calidad de enseñanza de muchos docentes,,Delegado,4,,4
15914,2,AC,5,2, Es muy cara la Universidad deben bajar la pensión,,,7,,1
30556,3,FC,103,7," El prestigio que tiene en el mercado pero la atención a los alumnos es muy mala, son super lentos para solucionar los problemas",,,4,,4
9000,3,AC,3,1, No mucho enrealidad,,,5,,3
2576,1,AC,14,3, La infraestructura,,,8,,4
30420,1,FC,107,3," Muy buena infraestructura, tiene reconocimientos académicos, buena enseñanza",,Delegado,2,,4
23232,3,AC,34,1, En no dar pokemon go en la red,,,7,,1
7829,4,AC,31,2, Los deportes que brinds,,,5,,4
28420,1,FC,109,3," Es la modalidad de enseñanza, es muy practico",,,4,,4
15420,3,AC,18,7, El alto nivel profesional de los profesores que conforman el equipo de docencia y la infraestructura bien equipada y apta para cada carrera.,,,5,,4
26518,1,FC,109,3, En las clases virtuales,,,4,,3
14685,2,AC,13,1, Valoro y aprovecho la buena enseñanza.,,,5,,4
31735,3,FC,104,10, La innovacion,,,1,,4
26726,3,FC,101,5, La enseñanza y buen clima,,,4,,4
3850,2,AC,25,1, Espacios,,,4,,3
16389,3,AC,39,1," Las diferentes maneras que tienen de llegar al alumno, la preocupación que tienen por su nivel académico y las distintas actividades en donde puedes hacer crecer tu vida social.",,,7,,4
19410,4,AC,25,5, Prestigio,,,5,,3
1821,3,AC,2,1, Buena infraestructura,,,5,,4
14380,3,AC,40,2, Porque es una de las mejores universidad que tienen y requieren un alto nivel académico y que está acreditada por WASC.,,,6,,4
2535,4,AC,13,4," El nivel de enseñanza que nos brinda, con destacados profesores que laboran y se encuentran informados de los cambio que suceden en la sociedad.",,,7,,4
183,3,AC,7,3, Me. Gusta,,,3,,4
30416,1,FC,101,1," El campus es muy amplio, los profesores bien exigentes, buena infrestructura",,,4,,4
26386,3,FC,103,4," La carrera de emprendimiento, la innovación y relaciones con el exterior",,,5,,4
20258,3,AC,10,3," Me parece una muy buena universidad, ya que posee una malla curricular muy buena y diversa, en comparación a otras universidades, lo cual permite que egresen alumnos mejor preparados.",,,6,,4
27192,3,FC,105,1," Los talleres de los sábados deben ser reforzando temas de la semana, no de una anterior.",,,4,,3
20733,4,AC,2,1, Tiene acreditacion a universidades extranjeras y es muy buena universidad en el país,,,4,,4
13410,3,AC,32,1," El servicio de parte de los empleados es bueno, pero se demoran mucho en tramitar",,,4,,3
1621,1,AC,29,1, tienen un buen servicio y alto nivel de enseñanza,,Delegado,4,,4
6077,4,AC,5,1," La calidad de enseñanza es buena, pero un las pensiones son altas, deberían facilitar a los que se sienten presionados",,,4,,2
279,3,AC,25,2, Los buenos docentes que hay en universidad.,,,5,,4
24702,3,AC,23,1, Que algunos profesores tengan paciencia,,,6,,3
6689,3,AC,5,8, Matricula,,,1,,2
31662,3,FC,105,6," aun falta mejora en coordinación, atención al cliente, calidad de profesores, calidad de información entregada al alumno, actualización de información.",,,2,,2
9722,2,AC,15,1, Deben abrir mas secciones en los cursos,,,3,,3
17859,3,AC,27,1, deben implementar más talleres gratuitos.,,,4,,2
1844,1,AC,37,1, Los buses deberían ser gratis,,,6,,2
17733,1,AC,9,4, porque me parece muy competente en todas sus carreras,,Delegado,6,,3
32625,1,FC,100,4," No hay mucho personal en atencion al alumno en la noche, ademas deberia ver ser mas extenso el horario",,,4,,2
